code,20120601-20120930,20081101-20090630
林业Ⅱ(申万),-13.197228012042839,80.00460004271469
农产品加工(申万),-16.714913033878766,132.8622326229573
农业综合Ⅱ(申万),-19.004054594255038,73.19531055125967
饲料Ⅱ(申万),-3.2190667801594075,81.62607383113132
渔业(申万),-7.689741451209342,76.15019839349657
种植业(申万),-6.152652515730328,60.82917988219301
畜禽养殖Ⅱ(申万),-14.47470503481143,58.63231126968736
动物保健Ⅱ(申万),-12.208169122686774,153.43539497856705
煤炭开采Ⅱ(申万),-20.72427577357746,161.13391047339465
其他采掘Ⅱ(申万),-9.765692134359426,264.5897733612799
石油开采Ⅱ(申万),-7.0895522388059735,41.820225119962885
采掘服务Ⅱ(申万),-5.934951202665517,50.30967846464289
化学纤维(申万),-21.48261568720411,137.9907501810069
化学原料(申万),-17.181414516643933,86.18050688431191
化学制品(申万),-8.86133659942585,31.21216482419291
石油化工(申万),-12.275711618735974,71.18256531610758
塑料Ⅱ(申万),-8.177949746732304,151.47243062655704
橡胶(申万),-9.468266643757783,133.62080852397366
钢铁Ⅱ(申万),-19.821970134442058,72.22481589132694
金属非金属新材料(申万),-20.133438756784205,166.5833630846126
黄金Ⅱ(申万),10.674995755024707,249.65813683694589
稀有金属(申万),-18.990767653959185,184.6429496142095
工业金属(申万),-14.456956047947688,163.0045966806524
通用机械(申万),-19.935953001919138,128.94598681170984
仪器仪表Ⅱ(申万),-12.1115691832002,182.77874618688915
专用设备(申万),-23.81990446018015,128.40426567978187
金属制品Ⅱ(申万),-19.407590357254666,100.69698445733515
运输设备Ⅱ(申万),-17.336228226619376,54.06033541142783
半导体(申万),-13.440752484116969,107.57125315064955
其他电子Ⅱ(申万),-16.319814072924366,103.06940891887825
元件Ⅱ(申万),-15.601447090744646,124.17196356458592
光学光电子(申万),-7.237682310391824,133.41289460972354
电子制造Ⅱ(申万),2.7724874974309754,147.15482656041047
汽车服务Ⅱ(申万),-22.644196534535965,141.8925885762031
汽车零部件Ⅱ(申万),-20.666605447018227,158.19916720560036
汽车整车(申万),-19.528680512431286,164.32651758262065
计算机设备Ⅱ(申万),-6.00199366922578,128.80423180017556
通信设备(申万),-16.98054877844991,130.7758401843426
白色家电(申万),-14.473256924546318,106.47532832698965
视听器材(申万),-13.452258049026433,97.73402439795207
饮料制造(申万),-5.021313422392437,74.1641533734653
食品加工(申万),-7.288953949892418,70.48189329691046
纺织制造(申万),-19.154903567595007,120.40734611072557
服装家纺(申万),-18.127464237789546,96.91375280949134
包装印刷Ⅱ(申万),-15.043354646547325,106.3638203156617
家用轻工(申万),-15.196352999751072,109.04360453390342
造纸Ⅱ(申万),-19.59894691826589,91.17570109758681
化学制药(申万),-1.5777634455962697,81.21052274116502
生物制品Ⅱ(申万),-2.1947377933848045,110.42956488562857
医疗器械Ⅱ(申万),-3.285203216050736,123.9075320993376
医药商业Ⅱ(申万),13.495973369222302,88.76278373659268
中药Ⅱ(申万),7.542619151264152,82.06990562740302
医疗服务Ⅱ(申万),-0.3689485712578655,199.72479949677617
电力(申万),-7.164015233825493,48.47960219728724
环保工程及服务Ⅱ(申万),-10.50788458312365,104.88303595336043
燃气Ⅱ(申万),-2.6027329988808523,187.62131600035613
水务Ⅱ(申万),-12.236350037397159,90.02179368070087
港口Ⅱ(申万),-12.974611382604383,78.94456020096197
公交Ⅱ(申万),-20.231466789756613,128.96996504456632
航空运输Ⅱ(申万),-23.778857057275506,91.70107310466769
机场Ⅱ(申万),-9.54521715087403,39.018429836018
高速公路Ⅱ(申万),-16.54613340509268,53.47440101279359
航运Ⅱ(申万),-20.544155696223132,74.54685088923179
铁路运输Ⅱ(申万),-26.87182034635741,19.94504290098329
物流Ⅱ(申万),-26.970062692500928,103.99980254853429
房地产开发Ⅱ(申万),-16.749902882448907,160.43225872702345
园区开发Ⅱ(申万),-16.999283523118546,125.80486217635847
多元金融Ⅱ(申万),-21.86137349072016,80.01574150787074
银行Ⅱ(申万),-11.813157563614896,109.96356524345043
券商Ⅱ(申万),-13.199978484479868,76.00495113746395
保险Ⅱ(申万),-0.6534561856663679,105.60705016684255
贸易Ⅱ(申万),-23.491509702692458,117.0204184522309
一般零售(申万),-9.92480500677222,94.40728809206995
专业零售(申万),-22.27328181626007,88.36205400025459
商业物业经营(申万),-21.364746559990344,110.93834315978816
餐饮Ⅱ(申万),-8.106510749226914,100.15700058582308
景点(申万),-2.486147404054606,90.58352780921666
酒店Ⅱ(申万),-4.722975682241659,166.8162329245189
旅游综合Ⅱ(申万),-4.185311394214564,155.06172486303228
其他休闲服务Ⅱ(申万),,
计算机应用(申万),-8.859088171048546,102.0135335864004
通信运营Ⅱ(申万),-11.089020010261663,44.93854830516906
综合Ⅱ(申万),-16.455240017298543,139.8070227482084
水泥制造Ⅱ(申万),-20.924153632109288,158.28712012744762
玻璃制造Ⅱ(申万),-24.014506067966256,148.15754288477768
其他建材Ⅱ(申万),-9.136423734338317,173.80204497205494
房屋建设Ⅱ(申万),-8.629851857019933,
装修装饰Ⅱ(申万),2.2559001970979375,87.46245960843946
基础建设(申万),-18.374153140546312,
专业工程(申万),-11.97686356346751,
园林工程Ⅱ(申万),7.176220746636375,
电机Ⅱ(申万),-18.589826103479766,160.61493266110222
电气自动化设备(申万),-13.447836566455763,119.22750519239789
电源设备(申万),-26.229173480099956,168.1963017047599
高低压设备(申万),-15.44132688320664,113.18330729886914
航天装备Ⅱ(申万),-17.311682316476183,105.81186843348851
航空装备Ⅱ(申万),-17.46031746031744,131.98106431603006
地面兵装Ⅱ(申万),-20.68738901511332,207.81538789630827
船舶制造Ⅱ(申万),-17.04267949419772,106.38115490496678
营销传播(申万),7.2357235471290915,
互联网传媒(申万),-2.2398976046809183,129.97281377435434
文化传媒(申万),-8.56729248570961,76.14282483055538
其他交运设备Ⅱ(申万),-21.01703977267102,148.4994762967348
