code,20100101-20100228,20101001-20110131,20121001-20130731,20150501-20150531,total_return_rate
光学光电子(申万),-0.7420290868410007,5.687117428289822,28.25591484930872,24.444143429378663,58.3871757069772
生物制品Ⅱ(申万),6.082270373529352,-6.879514247162466,42.44417374119847,21.520769350324386,57.085428844360386
元件Ⅱ(申万),3.661961816048653,2.5256400557650998,16.78638266150012,37.43603368062578,56.748056397891006
电气自动化设备(申万),12.835314620028624,4.514829768713646,18.542212001859237,31.66998045426972,54.7270222248426
航天装备Ⅱ(申万),14.10235600806651,-7.673750191641106,21.512137962343797,38.08820750069057,51.92659527139327
专用设备(申万),-6.622852931858557,33.41141202174687,-10.100187076714494,27.888133569041738,51.19935851407411
航空装备Ⅱ(申万),6.698812621036353,-12.820492534762876,28.77250651167551,33.08167217259819,49.03368614951082
船舶制造Ⅱ(申万),-8.408051758420331,43.66939336040125,-16.98007244681149,20.985537998569036,47.6748589121588
仪器仪表Ⅱ(申万),3.722735873503247,-1.3720829732065676,14.985561207288267,32.26325654802744,45.87673478210914
物流Ⅱ(申万),0.6392805799406487,-2.86458130950068,18.023323200939203,29.84341958621477,45.002161477653296
中药Ⅱ(申万),11.13475896986722,-5.21115416939023,31.6996324172939,17.37086311520992,43.859341363113586
装修装饰Ⅱ(申万),4.768775547556592,18.38259428649096,3.0442397050454373,22.102525081800533,43.529359073336934
玻璃制造Ⅱ(申万),5.207746489368993,14.231224516638164,5.936683109146968,23.08592913722971,43.253836763014846
包装印刷Ⅱ(申万),-1.3687456884307947,-0.3014105284245727,11.736881754701136,31.37300864815657,42.80847987443313
塑料Ⅱ(申万),-0.8085289371612571,4.158720667140736,7.927034951607447,30.69452222647977,42.78027784522796
白色家电(申万),-5.144843416377909,6.292037827299747,23.106709921660816,13.064360078096481,42.463107827057044
电机Ⅱ(申万),5.920247523609422,-4.21389187532114,20.823325678575454,23.39210784918153,40.00154165243585
化学制药(申万),2.7557248052566763,-3.2226817322547836,22.904413331628536,19.97599641499137,39.65772801436512
园林工程Ⅱ(申万),30.14095369697165,0.9167090120866916,9.580800329934846,28.23868657053148,38.736195912553015
其他交运设备Ⅱ(申万),15.911232453067248,-6.448131660596235,5.639823496966345,38.00579165688347,37.19748349325358
汽车零部件Ⅱ(申万),-4.878382437347407,7.470347351625173,4.348392262022482,24.498712773992356,36.31745238764001
造纸Ⅱ(申万),4.078182616778503,-4.235982905111124,16.080615001038858,24.43253946351693,36.27717155944467
林业Ⅱ(申万),2.9892944970475237,-20.51755236516426,27.000513083632626,29.78160954995528,36.26457026842365
其他建材Ⅱ(申万),11.622371961508634,5.101702816763186,11.23691518906218,19.75161768569038,36.090235691515744
综合Ⅱ(申万),10.521727315957508,2.5640363694566792,7.514450867052026,24.841209799001817,34.919697035510524
家用轻工(申万),3.0029930822139668,-3.182091826078404,6.920466012292459,31.090474800602827,34.82884898681688
化学纤维(申万),1.9499922759472987,5.484417641381789,1.3169382409817576,27.74739752865973,34.54875341102328
高低压设备(申万),-5.7592117333652215,-1.4217034866038205,10.101637511401119,23.481761359193843,32.161695383991145
电源设备(申万),1.8246313981147957,5.64282805314691,7.909316691078128,18.34856292506548,31.90070766929052
视听器材(申万),8.299545853932223,1.5969371048588201,17.369895694629392,11.03148715355633,29.998319953044543
农业综合Ⅱ(申万),3.3373577095550115,2.1569303516894682,6.213689435388359,18.90926871730667,27.279888504384495
公交Ⅱ(申万),13.748918592193228,-9.42727473542583,4.905335109493025,30.34355927636425,25.821619650431444
旅游综合Ⅱ(申万),9.590012044843887,-6.0596033604778725,6.722141671394644,24.95454306387261,25.61708137478938
汽车服务Ⅱ(申万),1.7847670754157718,-12.050584986763079,10.80962609038707,25.18807722340395,23.947118327027944
汽车整车(申万),-10.889951745286396,-1.917735749239524,24.489023061395823,0.9170186433286488,23.48830595548495
商业物业经营(申万),2.784472269105476,3.2857561756524323,2.037451268613788,18.09151656685706,23.41472401112328
金属非金属新材料(申万),-2.6070700203942976,11.906024621829056,-7.465915410328949,17.689249101683878,22.129358313183985
纺织制造(申万),3.943384579205733,-1.3180435786880107,1.6039688771503968,21.307400620498232,21.593325918960616
机场Ⅱ(申万),10.535368574989887,2.8678634696126304,-0.07641797803690231,15.792212972218378,18.583658463794105
化学制品(申万),0.7649984303487845,-6.645980350865133,2.702152734795616,22.471524940927786,18.52769732485827
种植业(申万),-1.0392913523943117,1.1038688290771148,-1.3915835953703048,17.976466565249577,17.68875179895639
房地产开发Ⅱ(申万),-8.335060016287033,-1.6263808969428697,9.592053098798694,8.094121046896861,16.059793248752683
化学原料(申万),-0.6418862593343233,1.3311745877698122,-5.949510807098192,19.280022906566874,14.661686687238493
园区开发Ⅱ(申万),-5.248251644324808,-2.1909188660245382,-0.7391825412123576,17.278344496521303,14.348243089284408
医药商业Ⅱ(申万),13.574884155475965,-10.246481838707988,5.080596132042925,19.069692320116282,13.90380661345122
农产品加工(申万),-1.4555298058384736,6.240135264010527,-10.766727050472024,16.848624001552224,12.322032215090726
橡胶(申万),-4.310425432445076,-11.219445341791234,5.422705314009657,17.3735633013862,11.57682327360462
贸易Ⅱ(申万),-1.3422039571686528,-1.2149281782789512,-2.1905154588420683,14.625833144238443,11.220389507117424
燃气Ⅱ(申万),-12.908097344885237,0.17967416393191993,6.5623581923992536,4.160936641799884,10.902968998131058
电力(申万),-1.927445833232988,-2.0984907985270085,0.7594889926453297,10.300104478149644,8.961102672267964
银行Ⅱ(申万),-9.129177108297492,3.14359476371453,10.268680305557986,-5.3982963611777794,8.013978708094736
畜禽养殖Ⅱ(申万),22.447787147317833,-4.618379686671013,-3.640893936359468,16.02187700211011,7.7626033790796285
景点(申万),13.184449508235163,-1.942050922422112,-13.466434685323891,21.32931579282831,5.920830185082307
多元金融Ⅱ(申万),-4.848255368887201,-8.05350613384107,1.7825984437632725,11.730068432367412,5.4591607422896145
铁路运输Ⅱ(申万),-4.71589691645401,8.656778326561021,4.464588969701233,-8.9700131590572,4.151354137205054
水泥制造Ⅱ(申万),-6.64351851851851,15.564750475146736,-18.599914693964593,6.470498877742092,3.435334658924236
通信运营Ⅱ(申万),-7.849970984763633,19.06328920180609,-10.218173948968158,-5.516783065876728,3.3283321869612035
服装家纺(申万),5.083029851375853,-3.405740783355116,-19.762945900280336,25.646798884738804,2.4781122011033503
专业零售(申万),-5.1708916419771045,-20.60330041182602,-11.382329153075645,32.08381478824991,0.09818522334824564
餐饮Ⅱ(申万),0.3533140673067869,0.09222347831261413,-14.048466750890098,13.881707749240425,-0.07453552333705993
石油化工(申万),-18.532888397997798,-0.1387222555488843,-1.7694544341571694,0.8903419643013333,-1.0178347254047204
券商Ⅱ(申万),-11.339408955046027,6.7868440940879635,-4.078490443719351,-5.168019859480499,-2.4596662091118873
酒店Ⅱ(申万),16.080587219190324,-11.536949609039006,-0.05941388205354947,8.512415848735234,-3.0839476423573213
渔业(申万),8.889990896104582,-10.205605301814623,-25.03071919045897,30.41433156104805,-4.8219929312255445
饲料Ⅱ(申万),29.552312596961986,-9.192765880720057,-14.381279816636017,18.21898244254141,-5.355063254814663
石油开采Ⅱ(申万),-5.952443166971512,11.945228101561954,-7.987951807228909,-10.977778363212442,-7.020502068879398
高速公路Ⅱ(申万),12.469315373362624,-6.509344930581906,-8.108020959290608,7.04694674184525,-7.570419148027263
钢铁Ⅱ(申万),-12.646150331610286,5.1884697611809685,-17.154731355466527,3.5648205254718013,-8.401441068813757
工业金属(申万),-11.95415756840257,13.754114573339038,-29.97229119435748,7.4942920023975965,-8.723884618620847
一般零售(申万),6.2458854141008935,-14.499401494723918,-18.10348180026963,15.23011260896132,-17.372770686032226
航运Ⅱ(申万),-2.6865876486353635,9.946717664986052,-19.0525927746375,-8.698689698881301,-17.80456480853275
港口Ⅱ(申万),-1.2182640357787489,-5.314743528563404,-13.456553725837985,0.18671101547542698,-18.58458623892596
航空运输Ⅱ(申万),17.15948275862069,6.0498713635464,-21.114385964912287,-4.815314286275751,-19.87982888764164
稀有金属(申万),-12.26467641186686,-1.2568457472736494,-24.21875171603352,5.30060406502042,-20.174993398286748
其他采掘Ⅱ(申万),-5.9941612255148256,-5.743012366636603,-31.481599051912045,15.565783209014427,-21.65882820953422
煤炭开采Ⅱ(申万),-17.220721635931213,11.449195111339614,-37.70154211623269,2.6561183155261903,-23.596228689366885
饮料制造(申万),-4.032610252931433,-2.396429756633023,-34.195814944726855,8.122622696938862,-28.46962200442102
保险Ⅱ(申万),-14.848756965544386,-6.318028274740418,-22.540212266439,-3.609345829640387,-32.4675863708198
黄金Ⅱ(申万),-12.95160271593241,-7.762323056484488,-45.26770285640459,11.046557454578876,-41.983468458310206
