code,20120801-20120930,20150201-20150430,total_return_rate
运输设备Ⅱ(申万),-0.040702816166049434,123.7826552521623,123.7826552521623
通信运营Ⅱ(申万),3.3948984988405817,105.88692658002891,105.88692658002891
互联网传媒(申万),8.342058157992515,98.82205834292456,98.82205834292456
基础建设(申万),-1.5597469314321044,96.26654798008549,96.26654798008549
航运Ⅱ(申万),-3.100782885662967,94.35055113779586,94.35055113779586
航空运输Ⅱ(申万),-16.9173721402085,86.89262891141473,86.89262891141473
计算机应用(申万),4.55884405975151,81.90074159590735,81.90074159590735
房屋建设Ⅱ(申万),0.9799007890610943,80.07719632885497,80.07719632885497
医疗服务Ⅱ(申万),-1.7506646928419412,77.64402329994317,77.64402329994317
专业工程(申万),5.809095162044886,77.43732590529247,77.43732590529247
景点(申万),-3.2654279234472616,75.82893496556535,75.82893496556535
商业物业经营(申万),-3.74394054971825,69.86905051806347,69.86905051806347
物流Ⅱ(申万),-9.3820091478909,68.81892422801097,68.81892422801097
包装印刷Ⅱ(申万),0.6562062529164692,68.09551681529004,68.09551681529004
仪器仪表Ⅱ(申万),2.457853039462332,64.96693906409786,64.96693906409786
医疗器械Ⅱ(申万),-0.3628591783424339,62.62366357937026,62.62366357937026
船舶制造Ⅱ(申万),1.5739459886006335,62.24717489361022,62.24717489361022
服装家纺(申万),-9.60661720542053,60.709152702862646,60.709152702862646
纺织制造(申万),-0.933455908351588,60.37768789827452,60.37768789827452
高速公路Ⅱ(申万),-3.7827607871120823,59.80487758243229,59.80487758243229
家用轻工(申万),2.7669102050435823,58.82781456953643,58.82781456953643
其他采掘Ⅱ(申万),9.17345347426788,58.002958950826255,58.002958950826255
农产品加工(申万),1.8793184938443952,57.85416751745824,57.85416751745824
化学纤维(申万),2.4184585042995588,57.639642281190454,57.639642281190454
电源设备(申万),-2.0991194920293776,57.628334367245635,57.628334367245635
汽车服务Ⅱ(申万),0.3151383677298281,57.53686139437026,57.53686139437026
视听器材(申万),5.019664967225057,57.332802963117544,57.332802963117544
电气自动化设备(申万),5.973547876960027,56.00515215505535,56.00515215505535
计算机设备Ⅱ(申万),6.8419901802930125,55.92036915192023,55.92036915192023
酒店Ⅱ(申万),6.8838144629957965,54.101533299001595,54.101533299001595
玻璃制造Ⅱ(申万),-5.933902151503668,52.647682384323495,52.647682384323495
高低压设备(申万),0.7410066492996581,52.25300456045447,52.25300456045447
文化传媒(申万),3.0767425093475964,52.16513349786851,52.16513349786851
通信设备(申万),5.688574984310678,52.01913513001466,52.01913513001466
专业零售(申万),7.154829886362313,51.666923301034316,51.666923301034316
其他交运设备Ⅱ(申万),1.4291526802970191,51.593339102760964,51.593339102760964
金属制品Ⅱ(申万),-4.455570081201565,51.34396630460218,51.34396630460218
半导体(申万),6.826876918377156,50.77496012158207,50.77496012158207
公交Ⅱ(申万),-2.040659671581335,50.494266172116916,50.494266172116916
钢铁Ⅱ(申万),-1.263695743784243,50.03314366854988,50.03314366854988
元件Ⅱ(申万),4.3912127107652354,49.38393541694852,49.38393541694852
生物制品Ⅱ(申万),2.8222976248182263,49.07427796745183,49.07427796745183
一般零售(申万),1.0075352375465751,48.806094092868086,48.806094092868086
塑料Ⅱ(申万),8.348139984706048,48.34268724214289,48.34268724214289
通用机械(申万),2.717586612146583,48.325252785286246,48.325252785286246
医药商业Ⅱ(申万),9.190239818192689,48.25087197005371,48.25087197005371
石油化工(申万),7.00071127758759,48.209575603105925,48.209575603105925
综合Ⅱ(申万),0.03164374892123956,48.03567687770918,48.03567687770918
造纸Ⅱ(申万),-0.9833772218564852,48.01153914886014,48.01153914886014
其他电子Ⅱ(申万),7.150586864230424,47.40072185044133,47.40072185044133
汽车零部件Ⅱ(申万),1.0261407654639676,46.574341246940726,46.574341246940726
工业金属(申万),6.4573963544978685,46.55396706185293,46.55396706185293
港口Ⅱ(申万),-2.4683203390696735,46.458049933895175,46.458049933895175
环保工程及服务Ⅱ(申万),5.137343461301568,46.23687405231014,46.23687405231014
装修装饰Ⅱ(申万),-1.9217171659758783,46.15923146477228,46.15923146477228
其他建材Ⅱ(申万),8.376835272172878,45.781281638186776,45.781281638186776
旅游综合Ⅱ(申万),-1.840402217352077,45.48505311139594,45.48505311139594
专用设备(申万),-6.110079764989075,45.33439073640126,45.33439073640126
贸易Ⅱ(申万),-3.2041697691734927,45.137664775393546,45.137664775393546
橡胶(申万),2.5690938933695677,44.96486465740424,44.96486465740424
园林工程Ⅱ(申万),2.613096271539561,44.788279342193185,44.788279342193185
渔业(申万),-4.966341530429997,44.48750778600593,44.48750778600593
营销传播(申万),9.581477357089831,44.37348006154769,44.37348006154769
园区开发Ⅱ(申万),-2.327999017721938,44.29757674801378,44.29757674801378
化学制药(申万),4.046473470654743,43.78913589225847,43.78913589225847
化学原料(申万),7.207850267861838,43.779959777593746,43.779959777593746
采掘服务Ⅱ(申万),0.6168987773039314,43.116269933563814,43.116269933563814
航空装备Ⅱ(申万),4.2552813039173465,43.032940707652976,43.032940707652976
房地产开发Ⅱ(申万),-4.695527188376103,43.001450607652785,43.001450607652785
中药Ⅱ(申万),2.878777988119308,42.75611438816569,42.75611438816569
电子制造Ⅱ(申万),7.970951907990376,42.64025237367883,42.64025237367883
电力(申万),-3.521105835230076,42.55657169857188,42.55657169857188
化学制品(申万),2.3149091950084517,41.897357944263476,41.897357944263476
黄金Ⅱ(申万),20.748593531708394,41.62661324832706,41.62661324832706
金属非金属新材料(申万),-2.69114695606929,41.160440814365494,41.160440814365494
水务Ⅱ(申万),-1.0997762083296947,40.882246488757865,40.882246488757865
光学光电子(申万),10.78143624315906,40.75748702793249,40.75748702793249
电机Ⅱ(申万),-4.653708788743503,40.656385604644534,40.656385604644534
白色家电(申万),-0.50803438745608,40.02352559422406,40.02352559422406
饲料Ⅱ(申万),-5.417191832619107,39.69251079104677,39.69251079104677
航天装备Ⅱ(申万),5.557948043790084,39.478552003983424,39.478552003983424
动物保健Ⅱ(申万),-3.1743125767740743,38.489495552922726,38.489495552922726
铁路运输Ⅱ(申万),-7.563143478872781,38.35894928491932,38.35894928491932
食品加工(申万),2.38030624576584,37.918760675203536,37.918760675203536
煤炭开采Ⅱ(申万),0.08648104395330147,37.77671083143497,37.77671083143497
机场Ⅱ(申万),-3.172410769095857,36.609376609310154,36.609376609310154
畜禽养殖Ⅱ(申万),-2.829832293514956,35.825512839448024,35.825512839448024
券商Ⅱ(申万),-0.29111770185744623,35.032444567457,35.032444567457
水泥制造Ⅱ(申万),5.753101803429805,34.8243973291257,34.8243973291257
多元金融Ⅱ(申万),-2.4175116197021063,34.465086250670986,34.465086250670986
燃气Ⅱ(申万),10.377502182178187,33.72773032989143,33.72773032989143
餐饮Ⅱ(申万),-6.134109529969812,31.657526597982287,31.657526597982287
饮料制造(申万),-3.3220207375276978,31.361618739461328,31.361618739461328
种植业(申万),2.3571823380079016,30.994283023364662,30.994283023364662
汽车整车(申万),-1.6638502534771726,30.243400960439377,30.243400960439377
地面兵装Ⅱ(申万),11.719360141559674,28.304121820062388,28.304121820062388
林业Ⅱ(申万),13.236268141623777,27.357082246456518,27.357082246456518
稀有金属(申万),1.1415679814452018,27.034414510832683,27.034414510832683
农业综合Ⅱ(申万),5.891399944751785,23.67349922415196,23.67349922415196
银行Ⅱ(申万),-3.7186545635151225,22.859771639617144,22.859771639617144
保险Ⅱ(申万),-5.184244899460976,20.341310095199198,20.341310095199198
石油开采Ⅱ(申万),-0.9034106737772164,15.034472308508208,15.034472308508208
