code,20050101-20050131,20110701-20120731,20131001-20131231,20080201-20090331
公交Ⅱ(申万),-4.616164058631855,-34.13360194771353,-3.565924714900226,-22.164772055575256
航空运输Ⅱ(申万),-16.258864164323285,-38.04530398315278,-1.809859949394832,-60.468330230814814
机场Ⅱ(申万),-0.1761392596989486,-11.066482737105844,-1.7379102411551828,-52.782758296833244
高速公路Ⅱ(申万),-3.7661370131097605,-26.360671468308595,-3.8953415852844397,-41.03987309179762
航运Ⅱ(申万),-6.885150164463805,-43.37700718034002,-2.6804670912951134,-56.40896667852111
铁路运输Ⅱ(申万),-8.098659003831433,-31.069968060654894,-1.3637003991547325,-51.72850308096133
物流Ⅱ(申万),-13.88849109742708,-22.952826716299857,0.26151795865405614,-20.94610657442737
房地产开发Ⅱ(申万),0.8314991440449893,-15.541305961291707,-6.6341782502044255,-42.4859091671849
园区开发Ⅱ(申万),-2.6479118765309617,-28.150914544492146,-16.199938200158172,-12.928915505278194
多元金融Ⅱ(申万),-10.966312203350581,-31.39594843462247,-7.777354398100645,-38.548929919488295
银行Ⅱ(申万),-1.6045566630778385,-12.843939526508974,-7.2260753245950715,-40.8537036858185
券商Ⅱ(申万),-16.816660751406985,-12.296264183347649,2.129355056617155,-30.10845876987863
保险Ⅱ(申万),,-6.390783219673468,12.919175040629938,-44.77620672842515
贸易Ⅱ(申万),-6.263623380853356,-33.25049701789264,0.3465335804315517,-40.071195057344646
一般零售(申万),-5.170394896228703,-31.783053057724644,-3.2539916978902683,-42.86588001383126
专业零售(申万),-2.7620751341681515,-46.27266773097548,-22.070067046619002,-40.844729505901036
商业物业经营(申万),,-30.45018525966303,-6.011306532663319,-17.052869754944545
餐饮Ⅱ(申万),-5.4829377113179145,-7.860101516791984,12.728268809349895,-49.1167384588609
景点(申万),6.2026531381756955,-4.76749825699474,0.44502132393844374,-51.82748618178628
酒店Ⅱ(申万),-6.223313750040127,-7.1507188553346595,-11.51197410494107,-35.18309488199714
旅游综合Ⅱ(申万),-7.525106617141287,-4.0697099212473775,-7.699736510917887,-48.78950907868192
其他休闲服务Ⅱ(申万),,,,
计算机应用(申万),-9.627656279040952,-28.48835177780773,-1.6029894671002243,-25.700784458034708
通信运营Ⅱ(申万),0.8940939428283556,-31.862973828278406,-5.109474184459762,-48.50378808704353
综合Ⅱ(申万),-3.6683930395512654,-34.367359268944284,-4.962860557208804,-39.62339514978602
水泥制造Ⅱ(申万),-7.106358498866372,-48.03546994898961,6.123665380322896,-34.854552453619384
玻璃制造Ⅱ(申万),-7.4787531088359565,-50.32580768317976,-2.0103637848863154,-15.168906399329064
其他建材Ⅱ(申万),-8.23741199264667,-34.078886364356286,0.3327161893673214,-25.956990331103892
房屋建设Ⅱ(申万),,-2.021543827397565,-3.072755850723463,
装修装饰Ⅱ(申万),,23.734706909987025,-4.423838794355683,-22.181745899744033
基础建设(申万),,-17.397044915805903,-1.013773696682474,
专业工程(申万),,-23.094864430645934,-3.133582832825277,
园林工程Ⅱ(申万),,13.500123930617324,9.301394964367349,
电机Ⅱ(申万),-5.545769832500024,-34.78932548107194,4.523780448801817,-33.30296591757045
电气自动化设备(申万),-21.118793211816467,-39.89133342510084,4.320817481759209,-25.85960940232296
电源设备(申万),-13.42115880505903,-49.46089700630297,2.7981558659056605,-39.61538839274022
高低压设备(申万),-7.278295527811984,-40.70044488190514,0.9657003693963828,6.392955680437562
航天装备Ⅱ(申万),,-38.564108072838955,23.570805161896025,-54.97640705953807
航空装备Ⅱ(申万),-11.106719946135058,-44.565815789084475,11.583138221612543,-27.07032774656052
地面兵装Ⅱ(申万),-2.47446313589319,-51.41816310069621,-3.4931369881425756,5.1922705487605025
船舶制造Ⅱ(申万),,-45.07679895982643,4.466456240041805,-68.54432115138187
营销传播(申万),,13.050776332354186,-18.66135958269156,
互联网传媒(申万),-5.748386614506762,-19.48606390210742,-14.35900020157227,-46.018400402025584
文化传媒(申万),-4.856771135840909,-16.06440021204033,-22.323004487108577,-32.842427501758166
其他交运设备Ⅱ(申万),-5.119726653991363,-45.70757973215518,1.3782280899259813,-39.86788227343202
