code,20050901-20060531,20070201-20070831,20090701-20100228,20101001-20110131,20121001-20130731,total_return_rate
畜禽养殖Ⅱ(申万),38.15891925562561,115.83289959811943,55.459217585339225,-4.618379686671013,-3.640893936359468,85.35886321793436
综合Ⅱ(申万),48.160134496164744,175.26194979915408,27.107829732932267,2.5640363694566792,7.514450867052026,85.34645146560572
餐饮Ⅱ(申万),73.11042994272808,32.53499133000586,26.0276057459288,0.09222347831261413,-14.048466750890098,85.18179241607939
动物保健Ⅱ(申万),65.86094377510041,117.77741845653564,16.145556468370952,-10.395537096405816,12.975669856605256,84.5866330036708
林业Ⅱ(申万),49.452487272106744,89.16918774934616,27.66435149269395,-20.51755236516426,27.000513083632626,83.59979948326905
计算机设备Ⅱ(申万),18.044464107952663,101.83500856425847,41.681785666151725,-2.0480604188122142,25.898156244767343,83.57634560005951
水泥制造Ⅱ(申万),69.57298877561841,182.01272663877262,15.454682677243238,15.564750475146736,-18.599914693964593,81.9925072340438
化学纤维(申万),30.562133865137728,155.54985111407743,43.40980349548318,5.484417641381789,1.3169382409817576,80.77329324298447
种植业(申万),51.57274700116854,73.73495294375137,29.14274897872941,1.1038688290771148,-1.3915835953703048,80.42778121360476
其他采掘Ⅱ(申万),117.63594373294146,79.93181784785386,-0.9152759683189626,-5.743012366636603,-31.481599051912045,79.49605634607384
仪器仪表Ⅱ(申万),47.99724784290391,138.96375270484882,16.75922307654203,-1.3720829732065676,14.985561207288267,78.36994915352764
医药商业Ⅱ(申万),28.183430453509,108.19608629789236,55.286128546782656,-10.246481838707988,5.080596132042925,78.30367329362659
电源设备(申万),54.00462560660952,132.61175381767703,10.670534744178292,5.64282805314691,7.909316691078128,78.22730509501285
造纸Ⅱ(申万),33.56883772275667,123.73246535392477,32.80004692051535,-4.235982905111124,16.080615001038858,78.21351673919975
饮料制造(申万),85.86768003711762,74.58477160503381,28.88206317009561,-2.396429756633023,-34.195814944726855,78.15749850585335
光学光电子(申万),5.664291512582297,109.04162602146064,38.25187169030372,5.687117428289822,28.25591484930872,77.85919548048457
饲料Ⅱ(申万),45.070294784580504,125.88458298230837,55.93437711612255,-9.192765880720057,-14.381279816636017,77.43062620334697
化学制品(申万),54.72290565063141,114.36382668904493,25.42322918987472,-6.645980350865133,2.702152734795616,76.20230722443662
酒店Ⅱ(申万),45.398080180688865,80.44364168321118,39.55785236475844,-11.536949609039006,-0.05941388205354947,73.35956905435475
化学原料(申万),40.199291334653076,121.790269468021,37.498709767515294,1.3311745877698122,-5.949510807098192,73.07966488283999
旅游综合Ⅱ(申万),39.386685526721436,95.68461411154628,32.67136271353741,-6.0596033604778725,6.722141671394644,72.72058655117561
包装印刷Ⅱ(申万),25.371205195296497,149.90332140662838,32.403458024872954,-0.3014105284245727,11.736881754701136,69.210134446446
贸易Ⅱ(申万),55.622661137680424,206.1435872209013,16.247993102985433,-1.2149281782789512,-2.1905154588420683,68.46521060354483
纺织制造(申万),37.184954175152725,133.66836783322213,28.47618355557171,-1.3180435786880107,1.6039688771503968,65.94706302918681
石油开采Ⅱ(申万),66.14429585603436,0.0,-9.45750474824849,11.945228101561954,-7.987951807228909,60.644067402118914
航空运输Ⅱ(申万),28.309013959952,182.218437173166,46.68645439827306,6.0498713635464,-21.114385964912287,59.93095375685917
石油化工(申万),50.483990400485325,79.87849694111965,7.9344174504877305,-0.1387222555488843,-1.7694544341571694,56.510231161267
房地产开发Ⅱ(申万),58.90510617014506,220.97240776640515,-11.755728377823605,-1.6263808969428697,9.592053098798694,55.115049994177284
公交Ⅱ(申万),26.218041485769405,178.42274720761066,28.703394582540565,-9.42727473542583,4.905335109493025,50.39949644237716
铁路运输Ⅱ(申万),41.448940576708615,66.31987088394344,-4.219615828944024,8.656778326561021,4.464588969701233,50.35069204402685
多元金融Ⅱ(申万),49.92577164255167,184.25029497487827,6.404208414066702,-8.05350613384107,1.7825984437632725,50.059072366540576
渔业(申万),22.87133524107769,83.8495548996598,61.65392053445851,-10.205605301814623,-25.03071919045897,49.288931283262606
银行Ⅱ(申万),37.15667252773904,83.41466989081852,-6.431087973918082,3.14359476371453,10.268680305557986,44.137859623093476
高速公路Ⅱ(申万),15.2635013868494,103.267142046128,38.26353379991596,-6.509344930581906,-8.108020959290608,38.90966929689285
汽车服务Ⅱ(申万),18.46095677783968,112.90561024992769,19.871092917459766,-12.050584986763079,10.80962609038707,37.09109079892343
煤炭开采Ⅱ(申万),55.45328142380424,220.9074426258585,5.936762732149737,11.449195111339614,-37.70154211623269,35.137697151060905
机场Ⅱ(申万),9.7622564492305,73.6975979133202,21.822258595204897,2.8678634696126304,-0.07641797803690231,34.37596053601112
服装家纺(申万),28.868726012594557,177.16911099040382,27.316607797930704,-3.405740783355116,-19.762945900280336,33.01664712688981
园区开发Ⅱ(申万),38.52222917971198,143.80484988452656,-8.127236122147341,-2.1909188660245382,-0.7391825412123576,27.46489165032774
钢铁Ⅱ(申万),30.466108286460504,123.46174328681995,4.769774715297137,5.1884697611809685,-17.154731355466527,23.26962140747208
电力(申万),12.818781952648028,118.87511288943115,7.103844299303019,-2.0984907985270085,0.7594889926453297,18.58362444606937
通信运营Ⅱ(申万),2.4032780843152635,57.08972693175662,-1.3187416675398025,19.06328920180609,-10.218173948968158,9.929651669613394
航运Ⅱ(申万),12.966019749372435,120.3609077493258,3.990874276867928,9.946717664986052,-19.0525927746375,7.851018916588915
港口Ⅱ(申万),20.04953630696784,69.05741423517784,3.978522940711749,-5.314743528563404,-13.456553725837985,5.256761993278202
